20	899384	0.05106099	898925
21	557663	0.14186358	556873
22	539880	0.030386351	539716
23	744297	0.0013435677	744287
24	585415	0.018622737	585306
25	8	0.0	8
26	823	14.623956	718
27	27	0.0	27
28	480	0.0	480
29	50	0.0	50
30	24202	0.0	24202
31	25475	0.02355805	25469
32	32964	0.0	32964
33	24145	8.687823	22215
34	19539	2.2235012	19114
35	109430	1.0499294	108293
36	182482	0.3475392	181850
37	90998	0.61698365	90440
38	153129	0.94132537	151701
39	129944	0.16650222	129728
40	464987	0.57600296	462324
41	427042	0.27402407	425875
42	324054	1.0972213	320537
43	363672	0.9658711	360193
44	309427	1.1067181	306040
45	830371	0.065435246	829828
46	623784	0.0686606	623356
47	750292	0.17410159	748988
48	656696	4.5683447E-4	656693
49	599510	0.040215664	599269
50	0	0.0	0
51	0	0.0	0
52	0	0.0	0
53	0	0.0	0
54	0	0.0	0
55	9046	0.0	9046
56	12127	5.0957623	11539
57	18611	14.086925	16313
58	7965	0.0	7965
59	20344	2.169546	19912
60	89785	3.4472826	86793
61	91288	4.8479905	87067
62	100538	4.1164837	96563
63	100849	0.060523078	100788
64	56510	0.0	56510
65	246923	1.2510661	243872
66	408530	1.8719624	401023
67	401501	0.6053848	399085
68	310534	0.4210431	309232
69	223362	0.30446732	222684
70	641768	0.14856058	640816
71	612969	0.2628557	611362
72	623587	0.025343703	623429
73	585430	0.13718125	584628
74	575904	0.10951303	575274
75	0	0.0	0
76	0	0.0	0
77	0	0.0	0
78	0	0.0	0
79	0	0.0	0
80	1400	0.0	1400
81	317	0.0	317
82	1207	5.322862	1146
83	136	0.0	136
84	284	0.0	284
85	74046	10.764398	66850
86	85531	1.5457859	84229
87	57151	2.8932018	55544
88	57745	5.7368345	54612
89	81185	8.158697	75061
90	250106	0.56574416	248699
91	313868	0.9150478	311022
92	329922	1.1230376	326258
93	276432	0.8901687	273993
94	326072	2.90403	316870
95	496739	0.24681342	495516
96	637208	0.047887985	636903
97	680582	0.07352055	680082
98	623434	0.1558323	622464
99	451330	0.39706814	449545
100	0	0.0	0
101	0	0.0	0
102	0	0.0	0
103	0	0.0	0
104	0	0.0	0
105	0	0.0	0
106	1198	0.4191115	1193
107	0	0.0	0
108	232	0.0	232
109	0	0.0	0
110	161481	1.4818726	159123
111	178404	2.3152316	174367
112	95277	4.5059175	91169
113	171882	2.1489785	168266
114	71077	1.2637128	70190
115	374341	1.0056285	370614
116	330702	1.9310374	324437
117	254241	3.250527	246237
118	295244	0.5698792	293571
119	270390	1.1499499	267316
120	472585	0.2909506	471214
121	570914	0.079760335	570459
122	400165	0.78986675	397029
123	434273	0.73251915	431115
124	571886	1.9851842	560754
